key,manufacturer,ID,type,stages,ratio,mass,inertia,efficiency,direction,max_int_torque,max_cont_torque
FH_38_2_R66:1,Faulhaber,38_2_R66:1,planetary,3,66.0,0.245,0.0,0.7000000000000001,1.0,2.9,2.2
FH_38_2_R134:1,Faulhaber,38_2_R134:1,planetary,4,134.0,0.29600000000000004,0.0,0.6,1.0,6.0,4.5
FH_38_2_R159:1,Faulhaber,38_2_R159:1,planetary,4,159.0,0.29600000000000004,0.0,0.6,1.0,7.0,5.3
FH_38_2_R246:1,Faulhaber,38_2_R246:1,planetary,4,246.0,0.29600000000000004,0.0,0.6,1.0,11.0,8.2
FH_38_2_R415:1,Faulhaber,38_2_R415:1,planetary,5,415.0,0.34800000000000003,0.0,0.55,1.0,15.0,10.0
FH_38_2_R592:1,Faulhaber,38_2_R592:1,planetary,5,592.0,0.34800000000000003,0.0,0.55,1.0,15.0,10.0
FH_38_2_R989:1,Faulhaber,38_2_R989:1,planetary,5,989.0,0.34800000000000003,0.0,0.55,1.0,15.0,10.0
FH_38_2_R1526:1,Faulhaber,38_2_R1526:1,planetary,5,1526.0,0.34800000000000003,0.0,0.55,1.0,15.0,10.0
FH_26_1_R3.71:1,Faulhaber,26_1_R3.71:1,planetary,1,3.71,0.09300000000000001,0.0,0.88,1.0,2.3,1.1
FH_26_1_R14:1,Faulhaber,26_1_R14:1,planetary,2,14.0,0.11599999999999999,0.0,0.8,1.0,0.4,0.3
FH_26_1_R43:1,Faulhaber,26_1_R43:1,planetary,3,43.0,0.139,0.0,0.7000000000000001,1.0,1.2,1.0
FH_26_1_R66:1,Faulhaber,26_1_R66:1,planetary,3,66.0,0.139,0.0,0.7000000000000001,1.0,1.8,1.5
FH_26_1_R134:1,Faulhaber,26_1_R134:1,planetary,4,134.0,0.162,0.0,0.6,1.0,3.5,2.5
FH_26_1_R159:1,Faulhaber,26_1_R159:1,planetary,4,159.0,0.162,0.0,0.6,1.0,4.5,3.5
FH_26_1_R246:1,Faulhaber,26_1_R246:1,planetary,4,246.0,0.162,0.0,0.6,1.0,4.5,3.5
FH_26_1_R415:1,Faulhaber,26_1_R415:1,planetary,5,415.0,0.185,0.0,0.55,1.0,4.5,3.5
FH_26_1_R592:1,Faulhaber,26_1_R592:1,planetary,5,592.0,0.185,0.0,0.55,1.0,4.5,3.5
FH_26_1_R989:1,Faulhaber,26_1_R989:1,planetary,5,989.0,0.185,0.0,0.55,1.0,4.5,3.5
FH_26_1_R1526:1,Faulhaber,26_1_R1526:1,planetary,5,1526.0,0.185,0.0,0.55,1.0,4.5,3.5
FH_12_5_R69.2:1,Faulhaber,12_5_R69.2:1,spur,5,69.2,0.011000000000000001,0.0,,-1.0,0.1,0.03
FH_12_5_R161:1,Faulhaber,12_5_R161:1,spur,6,161.0,0.012,0.0,,1.0,0.1,0.03
FH_12_5_R377:1,Faulhaber,12_5_R377:1,spur,7,377.0,0.013,0.0,,-1.0,0.1,0.03
FH_12_5_R879:1,Faulhaber,12_5_R879:1,spur,8,879.0,0.013999999999999999,0.0,,1.0,0.1,0.03
FH_12_5_R2050:1,Faulhaber,12_5_R2050:1,spur,9,2050.0,0.015,0.0,,-1.0,0.1,0.03
FH_13A_R16:1,Faulhaber,13A_R16:1,planetary,2,16.0,0.005,0.0,0.8,1.0,0.15,0.1
FH_13A_R50:1,Faulhaber,13A_R50:1,planetary,3,50.0,0.005,0.0,0.72,1.0,0.15,0.1
FH_13A_R64:1,Faulhaber,13A_R64:1,planetary,3,64.0,0.005,0.0,0.72,1.0,0.15,0.1
FH_13A_R158:1,Faulhaber,13A_R158:1,planetary,4,158.0,0.005,0.0,0.64,1.0,0.18,0.15
FH_13A_R201:1,Faulhaber,13A_R201:1,planetary,4,201.0,0.005,0.0,0.64,1.0,0.18,0.15
FH_13A_R256:1,Faulhaber,13A_R256:1,planetary,4,256.0,0.005,0.0,0.64,1.0,0.18,0.15
FH_13A_R497:1,Faulhaber,13A_R497:1,planetary,5,497.0,0.006,0.0,0.55,1.0,0.22,0.18
FH_13A_R632:1,Faulhaber,13A_R632:1,planetary,5,632.0,0.006,0.0,0.55,1.0,0.22,0.18
FH_13A_R805:1,Faulhaber,13A_R805:1,planetary,5,805.0,0.006,0.0,0.55,1.0,0.22,0.18
FH_13A_R1024:1,Faulhaber,13A_R1024:1,planetary,5,1024.0,0.006,0.0,0.55,1.0,0.22,0.18
FH_08_1_R4:1,Faulhaber,08_1_R4:1,planetary,1,4.0,0.0029,0.0,0.9,1.0,0.12,0.06
FH_08_1_R16:1,Faulhaber,08_1_R16:1,planetary,2,16.0,0.0038,0.0,0.8,1.0,0.12,0.06
FH_08_1_R64:1,Faulhaber,08_1_R64:1,planetary,3,64.0,0.0046,0.0,0.7000000000000001,1.0,0.12,0.06
FH_08_1_R256:1,Faulhaber,08_1_R256:1,planetary,4,256.0,0.0054,0.0,0.6,1.0,0.12,0.06
FH_08_1_R1024:1,Faulhaber,08_1_R1024:1,planetary,5,1024.0,0.0063,0.0,0.55,1.0,0.12,0.06
FH_08_1_R4096:1,Faulhaber,08_1_R4096:1,planetary,6,4096.0,0.0071,0.0,0.48,1.0,0.12,0.06
FH_16_7_R3.71:1,Faulhaber,16_7_R3.71:1,planetary,1,3.71,0.018000000000000002,0.0,0.9,1.0,0.3,0.2
FH_16_7_R9.7:1,Faulhaber,16_7_R9.7:1,planetary,2,9.7,0.023,0.0,0.8,1.0,0.45,0.3
FH_16_7_R14:1,Faulhaber,16_7_R14:1,planetary,2,14.0,0.023,0.0,0.8,1.0,0.45,0.3
FH_16_7_R43:1,Faulhaber,16_7_R43:1,planetary,3,43.0,0.027999999999999997,0.0,0.7000000000000001,1.0,0.45,0.3
FH_16_7_R66:1,Faulhaber,16_7_R66:1,planetary,3,66.0,0.027999999999999997,0.0,0.7000000000000001,1.0,0.45,0.3
FH_16_7_R94:1,Faulhaber,16_7_R94:1,planetary,4,94.0,0.033,0.0,0.6,1.0,0.45,0.3
FH_16_7_R112:1,Faulhaber,16_7_R112:1,planetary,4,112.0,0.033,0.0,0.6,1.0,0.45,0.3
FH_16_7_R134:1,Faulhaber,16_7_R134:1,planetary,4,134.0,0.033,0.0,0.6,1.0,0.45,0.3
FH_16_7_R415:1,Faulhaber,16_7_R415:1,planetary,5,415.0,0.038,0.0,0.55,1.0,0.45,0.3
FH_16_7_R592:1,Faulhaber,16_7_R592:1,planetary,5,592.0,0.038,0.0,0.55,1.0,0.45,0.3
FH_16_7_R989:1,Faulhaber,16_7_R989:1,planetary,5,989.0,0.038,0.0,0.55,1.0,0.45,0.3
FH_16_7_R159:1,Faulhaber,16_7_R159:1,planetary,5,159.0,0.038,0.0,0.55,1.0,0.45,0.3
FH_16_7_R190:1,Faulhaber,16_7_R190:1,planetary,5,190.0,0.038,0.0,0.55,1.0,0.45,0.3
FH_16_7_R246:1,Faulhaber,16_7_R246:1,planetary,5,246.0,0.038,0.0,0.55,1.0,0.45,0.3
FH_16_7_R2608:1,Faulhaber,16_7_R2608:1,planetary,6,2608.0,0.043,0.0,0.5,1.0,0.45,0.3
FH_16_7_R4365:1,Faulhaber,16_7_R4365:1,planetary,6,4365.0,0.043,0.0,0.5,1.0,0.45,0.3
FH_16_7_R5647:1,Faulhaber,16_7_R5647:1,planetary,6,5647.0,0.043,0.0,0.5,1.0,0.45,0.3
FH_16_7_R1526:1,Faulhaber,16_7_R1526:1,planetary,6,1526.0,0.043,0.0,0.5,1.0,0.45,0.3
FH_23_1_R3.71:1,Faulhaber,23_1_R3.71:1,planetary,1,3.71,0.06,0.0,0.88,1.0,0.4,0.2
FH_23_1_R9.7:1,Faulhaber,23_1_R9.7:1,planetary,2,9.7,0.07,0.0,0.8,1.0,0.6,0.3
FH_23_1_R14:1,Faulhaber,23_1_R14:1,planetary,2,14.0,0.07,0.0,0.8,1.0,0.6,0.3
FH_23_1_R43:1,Faulhaber,23_1_R43:1,planetary,3,43.0,0.09,0.0,0.7000000000000001,1.0,1.0,0.7000000000000001
FH_23_1_R66:1,Faulhaber,23_1_R66:1,planetary,3,66.0,0.09,0.0,0.7000000000000001,1.0,1.0,0.7000000000000001
FH_23_1_R94:1,Faulhaber,23_1_R94:1,planetary,4,94.0,0.1,0.0,0.6,1.0,1.0,0.7000000000000001
FH_23_1_R112:1,Faulhaber,23_1_R112:1,planetary,4,112.0,0.1,0.0,0.6,1.0,1.0,0.7000000000000001
FH_23_1_R134:1,Faulhaber,23_1_R134:1,planetary,4,134.0,0.1,0.0,0.6,1.0,1.0,0.7000000000000001
FH_23_1_R159:1,Faulhaber,23_1_R159:1,planetary,4,159.0,0.1,0.0,0.6,1.0,1.0,0.7000000000000001
FH_23_1_R415:1,Faulhaber,23_1_R415:1,planetary,5,415.0,0.11,0.0,0.55,1.0,1.0,0.7000000000000001
FH_23_1_R592:1,Faulhaber,23_1_R592:1,planetary,5,592.0,0.11,0.0,0.55,1.0,1.0,0.7000000000000001
FH_23_1_R989:1,Faulhaber,23_1_R989:1,planetary,5,989.0,0.11,0.0,0.55,1.0,1.0,0.7000000000000001
FH_23_1_R1526:1,Faulhaber,23_1_R1526:1,planetary,5,1526.0,0.11,0.0,0.55,1.0,1.0,0.7000000000000001
FH_23_1_R190:1,Faulhaber,23_1_R190:1,planetary,5,190.0,0.11,0.0,0.55,1.0,1.0,0.7000000000000001
FH_23_1_R246:1,Faulhaber,23_1_R246:1,planetary,5,246.0,0.11,0.0,0.55,1.0,1.0,0.7000000000000001
FH_08_3_R120:1,Faulhaber,08_3_R120:1,spur,6,120.0,0.0045000000000000005,0.0,,1.0,0.025,0.015
FH_08_3_R279:1,Faulhaber,08_3_R279:1,spur,7,279.0,0.004900000000000001,0.0,,-1.0,0.025,0.015
FH_08_3_R650:1,Faulhaber,08_3_R650:1,spur,8,650.0,0.0053,0.0,,1.0,0.025,0.015
FH_08_3_R1518:1,Faulhaber,08_3_R1518:1,spur,9,1518.0,0.0057,0.0,,-1.0,0.025,0.015
FH_32_3_R3.71:1,Faulhaber,32_3_R3.71:1,planetary,1,3.71,0.16,0.0,0.88,1.0,5.3,4.2
FH_32_3_R14:1,Faulhaber,32_3_R14:1,planetary,2,14.0,0.19,0.0,0.8,1.0,0.6,0.4
FH_32_3_R43:1,Faulhaber,32_3_R43:1,planetary,3,43.0,0.23,0.0,0.7000000000000001,1.0,1.9,1.4
FH_32_3_R66:1,Faulhaber,32_3_R66:1,planetary,3,66.0,0.23,0.0,0.7000000000000001,1.0,2.6,2.0
FH_32_3_R134:1,Faulhaber,32_3_R134:1,planetary,4,134.0,0.26,0.0,0.6,1.0,5.2,4.0
FH_32_3_R159:1,Faulhaber,32_3_R159:1,planetary,4,159.0,0.26,0.0,0.6,1.0,6.5,4.9
FH_32_3_R246:1,Faulhaber,32_3_R246:1,planetary,4,246.0,0.26,0.0,0.6,1.0,8.0,5.8
FH_32_3_R415:1,Faulhaber,32_3_R415:1,planetary,5,415.0,0.29,0.0,0.55,1.0,10.0,7.0
FH_32_3_R592:1,Faulhaber,32_3_R592:1,planetary,5,592.0,0.29,0.0,0.55,1.0,10.0,7.0
FH_32_3_R989:1,Faulhaber,32_3_R989:1,planetary,5,989.0,0.29,0.0,0.55,1.0,10.0,7.0
FH_38_1_R3.71:1,Faulhaber,38_1_R3.71:1,planetary,1,3.71,0.166,0.0,0.88,1.0,8.0,6.0
FH_38_1_R14:1,Faulhaber,38_1_R14:1,planetary,2,14.0,0.215,0.0,0.8,1.0,0.6,0.4
FH_38_1_R43:1,Faulhaber,38_1_R43:1,planetary,3,43.0,0.268,0.0,0.7000000000000001,1.0,1.9,1.4
FH_38_1_R66:1,Faulhaber,38_1_R66:1,planetary,3,66.0,0.268,0.0,0.7000000000000001,1.0,2.9,2.2
FH_38_1_R134:1,Faulhaber,38_1_R134:1,planetary,4,134.0,0.32,0.0,0.6,1.0,6.0,4.5
FH_38_1_R159:1,Faulhaber,38_1_R159:1,planetary,4,159.0,0.32,0.0,0.6,1.0,7.0,5.3
FH_38_1_R246:1,Faulhaber,38_1_R246:1,planetary,4,246.0,0.32,0.0,0.6,1.0,11.0,8.2
FH_38_1_R415:1,Faulhaber,38_1_R415:1,planetary,5,415.0,0.375,0.0,0.55,1.0,15.0,10.0
FH_38_1_R592:1,Faulhaber,38_1_R592:1,planetary,5,592.0,0.375,0.0,0.55,1.0,15.0,10.0
FH_38_1_R989:1,Faulhaber,38_1_R989:1,planetary,5,989.0,0.375,0.0,0.55,1.0,15.0,10.0
FH_38_1_R1526:1,Faulhaber,38_1_R1526:1,planetary,5,1526.0,0.375,0.0,0.55,1.0,15.0,10.0
FH_22_5_R69.2:1,Faulhaber,22_5_R69.2:1,spur,5,69.2,0.08,0.0,,-1.0,0.4,0.1
FH_22_5_R161:1,Faulhaber,22_5_R161:1,spur,6,161.0,0.085,0.0,,1.0,0.4,0.1
FH_22_5_R377:1,Faulhaber,22_5_R377:1,spur,7,377.0,0.09,0.0,,-1.0,0.4,0.1
FH_22_5_R879:1,Faulhaber,22_5_R879:1,spur,8,879.0,0.095,0.0,,1.0,0.4,0.1
FH_22_5_R2050:1,Faulhaber,22_5_R2050:1,spur,9,2050.0,0.105,0.0,,-1.0,0.4,0.1
FH_15_8_R76:1,Faulhaber,15_8_R76:1,spur,4,76.0,0.024,0.0,,1.0,0.3,0.1
FH_15_8_R141:1,Faulhaber,15_8_R141:1,spur,4,141.0,0.024,0.0,,1.0,0.15,0.1
FH_15_8_R262:1,Faulhaber,15_8_R262:1,spur,5,262.0,0.026,0.0,,-1.0,0.3,0.1
FH_15_8_R485:1,Faulhaber,15_8_R485:1,spur,5,485.0,0.026,0.0,,-1.0,0.15,0.1
FH_15_8_R900:1,Faulhaber,15_8_R900:1,spur,6,900.0,0.027999999999999997,0.0,,1.0,0.3,0.1
FH_15_8_R1670:1,Faulhaber,15_8_R1670:1,spur,6,1670.0,0.027999999999999997,0.0,,1.0,0.15,0.1
FH_32A_R4:1,Faulhaber,32A_R4:1,planetary,1,4.0,0.15,0.0,0.88,1.0,1.0,0.75
FH_32A_R7:1,Faulhaber,32A_R7:1,planetary,1,7.0,0.15,0.0,0.88,1.0,1.0,0.75
FH_32A_R14:1,Faulhaber,32A_R14:1,planetary,2,14.0,0.195,0.0,0.85,1.0,3.0,2.25
FH_32A_R19:1,Faulhaber,32A_R19:1,planetary,2,19.0,0.195,0.0,0.85,1.0,3.0,2.25
FH_32A_R25:1,Faulhaber,32A_R25:1,planetary,2,25.0,0.195,0.0,0.85,1.0,3.0,2.25
FH_32A_R29:1,Faulhaber,32A_R29:1,planetary,2,29.0,0.195,0.0,0.85,1.0,3.0,2.25
FH_32A_R68:1,Faulhaber,32A_R68:1,planetary,3,68.0,0.24,0.0,0.75,1.0,6.0,4.5
FH_32A_R93:1,Faulhaber,32A_R93:1,planetary,3,93.0,0.24,0.0,0.75,1.0,6.0,4.5
FH_32A_R124:1,Faulhaber,32A_R124:1,planetary,3,124.0,0.24,0.0,0.75,1.0,6.0,4.5
FH_32A_R169:1,Faulhaber,32A_R169:1,planetary,3,169.0,0.24,0.0,0.75,1.0,6.0,4.5
FH_32A_R46:1,Faulhaber,32A_R46:1,planetary,3,46.0,0.24,0.0,0.75,1.0,6.0,4.5
FH_32A_R344:1,Faulhaber,32A_R344:1,planetary,4,344.0,0.29,0.0,0.65,1.0,6.0,4.5
FH_32A_R626:1,Faulhaber,32A_R626:1,planetary,4,626.0,0.29,0.0,0.65,1.0,6.0,4.5
FH_32A_R1140:1,Faulhaber,32A_R1140:1,planetary,4,1140.0,0.29,0.0,0.65,1.0,6.0,4.5
FH_32A_R2076:1,Faulhaber,32A_R2076:1,planetary,4,2076.0,0.29,0.0,0.65,1.0,6.0,4.5
FH_32A_R236:1,Faulhaber,32A_R236:1,planetary,4,236.0,0.29,0.0,0.65,1.0,6.0,4.5
FH_32A_R308:1,Faulhaber,32A_R308:1,planetary,4,308.0,0.29,0.0,0.65,1.0,6.0,4.5
FH_03A_R25:1,Faulhaber,03A_R25:1,planetary,2,25.0,0.0002,0.0,,1.0,0.00042,0.00028000000000000003
FH_03A_R125:1,Faulhaber,03A_R125:1,planetary,3,125.0,0.00017999999999999998,0.0,,1.0,0.00132,0.00088
FH_06A_R25:1,Faulhaber,06A_R25:1,planetary,2,25.0,0.00124,0.0,,1.0,0.0018000000000000004,0.0012
FH_06A_R125:1,Faulhaber,06A_R125:1,planetary,3,125.0,0.00132,0.0,,1.0,0.009000000000000001,0.006
FH_06A_R625:1,Faulhaber,06A_R625:1,planetary,4,625.0,0.0014,0.0,,1.0,0.0375,0.025
FH_44_1_R4.8:1,Faulhaber,44_1_R4.8:1,planetary,1,4.8,0.48,0.0,0.9,1.0,20.0,16.0
FH_44_1_R23:1,Faulhaber,44_1_R23:1,planetary,2,23.0,0.6,0.0,0.8,1.0,20.0,16.0
FH_44_1_R111:1,Faulhaber,44_1_R111:1,planetary,3,111.0,0.72,0.0,0.7000000000000001,1.0,20.0,16.0
FH_44_1_R531:1,Faulhaber,44_1_R531:1,planetary,4,531.0,0.84,0.0,0.65,1.0,20.0,16.0
FH_44_1_R2548:1,Faulhaber,44_1_R2548:1,planetary,5,2548.0,0.96,0.0,0.6,1.0,20.0,16.0
FH_22_2_R3.1:1,Faulhaber,22_2_R3.1:1,spur,2,3.1,0.057999999999999996,0.0,0.9,1.0,0.4,0.1
FH_22_2_R5.4:1,Faulhaber,22_2_R5.4:1,spur,2,5.4,0.057999999999999996,0.0,0.9,1.0,0.4,0.1
FH_22_2_R9.7:1,Faulhaber,22_2_R9.7:1,spur,3,9.7,0.068,0.0,0.86,-1.0,0.4,0.1
FH_22_2_R17.2:1,Faulhaber,22_2_R17.2:1,spur,4,17.2,0.07200000000000001,0.0,0.81,1.0,0.4,0.1
FH_22_2_R30.7:1,Faulhaber,22_2_R30.7:1,spur,4,30.7,0.07200000000000001,0.0,0.81,1.0,0.4,0.1
FH_22_2_R54.6:1,Faulhaber,22_2_R54.6:1,spur,5,54.6,0.077,0.0,0.73,-1.0,0.4,0.1
FH_22_2_R97.3:1,Faulhaber,22_2_R97.3:1,spur,5,97.3,0.077,0.0,0.73,-1.0,0.4,0.1
FH_22_2_R173:1,Faulhaber,22_2_R173:1,spur,6,173.0,0.08199999999999999,0.0,0.66,1.0,0.4,0.1
FH_22_2_R308:1,Faulhaber,22_2_R308:1,spur,6,308.0,0.08199999999999999,0.0,0.66,1.0,0.4,0.1
FH_22_2_R548:1,Faulhaber,22_2_R548:1,spur,7,548.0,0.08800000000000001,0.0,0.59,-1.0,0.4,0.1
FH_22_2_R975:1,Faulhaber,22_2_R975:1,spur,7,975.0,0.08800000000000001,0.0,0.59,-1.0,0.4,0.1
FH_22_2_R1734:1,Faulhaber,22_2_R1734:1,spur,8,1734.0,0.09300000000000001,0.0,0.53,1.0,0.4,0.1
FH_22_2_R3088:1,Faulhaber,22_2_R3088:1,spur,8,3088.0,0.09300000000000001,0.0,0.53,1.0,0.4,0.1
FH_22_2_R5490:1,Faulhaber,22_2_R5490:1,spur,9,5490.0,0.098,0.0,0.48,-1.0,0.4,0.1
FH_22_2_R9780:1,Faulhaber,22_2_R9780:1,spur,9,9780.0,0.098,0.0,0.48,-1.0,0.4,0.1
FH_15_5S_R6.3:1,Faulhaber,15_5S_R6.3:1,spur,2,6.3,0.017,0.0,0.81,1.0,0.15,0.06
FH_15_5S_R22:1,Faulhaber,15_5S_R22:1,spur,3,22.0,0.019,0.0,0.73,-1.0,0.15,0.06
FH_15_5S_R11.8:1,Faulhaber,15_5S_R11.8:1,spur,3,11.8,0.019,0.0,0.73,-1.0,0.15,0.06
FH_15_5S_R76:1,Faulhaber,15_5S_R76:1,spur,4,76.0,0.021,0.0,0.66,1.0,0.3,0.1
FH_15_5S_R41:1,Faulhaber,15_5S_R41:1,spur,4,41.0,0.021,0.0,0.66,1.0,0.3,0.1
FH_15_5S_R141:1,Faulhaber,15_5S_R141:1,spur,4,141.0,0.021,0.0,0.66,1.0,0.15,0.1
FH_15_5S_R262:1,Faulhaber,15_5S_R262:1,spur,5,262.0,0.022000000000000002,0.0,0.59,-1.0,0.3,0.1
FH_15_5S_R485:1,Faulhaber,15_5S_R485:1,spur,5,485.0,0.022000000000000002,0.0,0.59,-1.0,0.15,0.1
FH_15_5S_R900:1,Faulhaber,15_5S_R900:1,spur,6,900.0,0.024,0.0,0.53,1.0,0.3,0.1
FH_15_5S_R1670:1,Faulhaber,15_5S_R1670:1,spur,6,1670.0,0.024,0.0,0.53,1.0,0.15,0.1
FH_22_7_R3.71:1,Faulhaber,22_7_R3.71:1,planetary,1,3.71,0.068,0.0,0.88,1.0,0.4,0.2
FH_22_7_R9.7:1,Faulhaber,22_7_R9.7:1,planetary,2,9.7,0.063,0.0,0.8,1.0,0.6,0.3
FH_22_7_R14:1,Faulhaber,22_7_R14:1,planetary,2,14.0,0.063,0.0,0.8,1.0,0.6,0.3
FH_22_7_R43:1,Faulhaber,22_7_R43:1,planetary,3,43.0,0.076,0.0,0.7000000000000001,1.0,1.0,0.7000000000000001
FH_22_7_R66:1,Faulhaber,22_7_R66:1,planetary,3,66.0,0.076,0.0,0.7000000000000001,1.0,1.0,0.7000000000000001
FH_22_7_R94:1,Faulhaber,22_7_R94:1,planetary,4,94.0,0.08800000000000001,0.0,0.6,1.0,1.0,0.7000000000000001
FH_22_7_R112:1,Faulhaber,22_7_R112:1,planetary,4,112.0,0.08800000000000001,0.0,0.6,1.0,1.0,0.7000000000000001
FH_22_7_R134:1,Faulhaber,22_7_R134:1,planetary,4,134.0,0.08800000000000001,0.0,0.6,1.0,1.0,0.7000000000000001
FH_22_7_R159:1,Faulhaber,22_7_R159:1,planetary,4,159.0,0.08800000000000001,0.0,0.6,1.0,1.0,0.7000000000000001
FH_22_7_R415:1,Faulhaber,22_7_R415:1,planetary,5,415.0,0.102,0.0,0.55,1.0,1.0,0.7000000000000001
FH_22_7_R592:1,Faulhaber,22_7_R592:1,planetary,5,592.0,0.102,0.0,0.55,1.0,1.0,0.7000000000000001
FH_22_7_R989:1,Faulhaber,22_7_R989:1,planetary,5,989.0,0.102,0.0,0.55,1.0,1.0,0.7000000000000001
FH_22_7_R1526:1,Faulhaber,22_7_R1526:1,planetary,5,1526.0,0.102,0.0,0.55,1.0,1.0,0.7000000000000001
FH_22_7_R190:1,Faulhaber,22_7_R190:1,planetary,5,190.0,0.102,0.0,0.55,1.0,1.0,0.7000000000000001
FH_22_7_R246:1,Faulhaber,22_7_R246:1,planetary,5,246.0,0.102,0.0,0.55,1.0,1.0,0.7000000000000001
FH_14_1_R3.71:1,Faulhaber,14_1_R3.71:1,planetary,1,3.71,0.017,0.0,0.9,1.0,0.3,0.2
FH_14_1_R9.7:1,Faulhaber,14_1_R9.7:1,planetary,2,9.7,0.02,0.0,0.8,1.0,0.45,0.3
FH_14_1_R14:1,Faulhaber,14_1_R14:1,planetary,2,14.0,0.02,0.0,0.8,1.0,0.45,0.3
FH_14_1_R43:1,Faulhaber,14_1_R43:1,planetary,3,43.0,0.024,0.0,0.7000000000000001,1.0,0.45,0.3
FH_14_1_R66:1,Faulhaber,14_1_R66:1,planetary,3,66.0,0.024,0.0,0.7000000000000001,1.0,0.45,0.3
FH_14_1_R94:1,Faulhaber,14_1_R94:1,planetary,4,94.0,0.027000000000000003,0.0,0.6,1.0,0.45,0.3
FH_14_1_R112:1,Faulhaber,14_1_R112:1,planetary,4,112.0,0.027000000000000003,0.0,0.6,1.0,0.45,0.3
FH_14_1_R134:1,Faulhaber,14_1_R134:1,planetary,4,134.0,0.027000000000000003,0.0,0.6,1.0,0.45,0.3
FH_14_1_R415:1,Faulhaber,14_1_R415:1,planetary,5,415.0,0.03,0.0,0.55,1.0,0.45,0.3
FH_14_1_R592:1,Faulhaber,14_1_R592:1,planetary,5,592.0,0.03,0.0,0.55,1.0,0.45,0.3
FH_14_1_R989:1,Faulhaber,14_1_R989:1,planetary,5,989.0,0.03,0.0,0.55,1.0,0.45,0.3
FH_14_1_R159:1,Faulhaber,14_1_R159:1,planetary,5,159.0,0.03,0.0,0.55,1.0,0.45,0.3
FH_14_1_R190:1,Faulhaber,14_1_R190:1,planetary,5,190.0,0.03,0.0,0.55,1.0,0.45,0.3
FH_14_1_R246:1,Faulhaber,14_1_R246:1,planetary,5,246.0,0.03,0.0,0.55,1.0,0.45,0.3
FH_14_1_R2608:1,Faulhaber,14_1_R2608:1,planetary,6,2608.0,0.034,0.0,0.5,1.0,0.45,0.3
FH_14_1_R4365:1,Faulhaber,14_1_R4365:1,planetary,6,4365.0,0.034,0.0,0.5,1.0,0.45,0.3
FH_14_1_R5647:1,Faulhaber,14_1_R5647:1,planetary,6,5647.0,0.034,0.0,0.5,1.0,0.45,0.3
FH_14_1_R1526:1,Faulhaber,14_1_R1526:1,planetary,6,1526.0,0.034,0.0,0.5,1.0,0.45,0.3
FH_15_5_R6.3:1,Faulhaber,15_5_R6.3:1,spur,2,6.3,0.017,0.0,0.81,1.0,0.15,0.06
FH_15_5_R22:1,Faulhaber,15_5_R22:1,spur,3,22.0,0.019,0.0,0.73,-1.0,0.15,0.06
FH_15_5_R11.8:1,Faulhaber,15_5_R11.8:1,spur,3,11.8,0.019,0.0,0.73,-1.0,0.15,0.06
FH_15_5_R76:1,Faulhaber,15_5_R76:1,spur,4,76.0,0.021,0.0,0.66,1.0,0.3,0.1
FH_15_5_R41:1,Faulhaber,15_5_R41:1,spur,4,41.0,0.021,0.0,0.66,1.0,0.3,0.1
FH_15_5_R141:1,Faulhaber,15_5_R141:1,spur,4,141.0,0.021,0.0,0.66,1.0,0.15,0.1
FH_15_5_R262:1,Faulhaber,15_5_R262:1,spur,5,262.0,0.022000000000000002,0.0,0.59,-1.0,0.3,0.1
FH_15_5_R485:1,Faulhaber,15_5_R485:1,spur,5,485.0,0.022000000000000002,0.0,0.59,-1.0,0.15,0.1
FH_15_5_R900:1,Faulhaber,15_5_R900:1,spur,6,900.0,0.024,0.0,0.53,1.0,0.3,0.1
FH_15_5_R1670:1,Faulhaber,15_5_R1670:1,spur,6,1670.0,0.024,0.0,0.53,1.0,0.15,0.1
FH_10_1_R4:1,Faulhaber,10_1_R4:1,planetary,1,4.0,0.006,0.0,0.9,1.0,0.2,0.005
FH_10_1_R16:1,Faulhaber,10_1_R16:1,planetary,2,16.0,0.006999999999999999,0.0,0.8,1.0,0.2,0.015
FH_10_1_R64:1,Faulhaber,10_1_R64:1,planetary,3,64.0,0.008,0.0,0.7000000000000001,1.0,0.2,0.054000000000000006
FH_10_1_R256:1,Faulhaber,10_1_R256:1,planetary,4,256.0,0.01,0.0,0.6,1.0,0.2,0.1
FH_10_1_R1024:1,Faulhaber,10_1_R1024:1,planetary,5,1024.0,0.011000000000000001,0.0,0.55,1.0,0.2,0.1
FH_10_1_R4096:1,Faulhaber,10_1_R4096:1,planetary,6,4096.0,0.013,0.0,0.48,1.0,0.2,0.1
FH_16_8_R76:1,Faulhaber,16_8_R76:1,spur,4,76.0,0.024,0.0,,1.0,0.3,0.1
FH_16_8_R141:1,Faulhaber,16_8_R141:1,spur,4,141.0,0.024,0.0,,1.0,0.15,0.1
FH_16_8_R262:1,Faulhaber,16_8_R262:1,spur,5,262.0,0.026,0.0,,-1.0,0.3,0.1
FH_16_8_R485:1,Faulhaber,16_8_R485:1,spur,5,485.0,0.026,0.0,,-1.0,0.15,0.1
FH_16_8_R900:1,Faulhaber,16_8_R900:1,spur,6,900.0,0.027999999999999997,0.0,,1.0,0.3,0.1
FH_16_8_R1670:1,Faulhaber,16_8_R1670:1,spur,6,1670.0,0.027999999999999997,0.0,,1.0,0.15,0.1
