key,manufacturer,ID,type,V,k_t,R,L,mass,inertia,omega_nl,I_nl,I_nom,max_int_torque,max_int_speed,max_cont_speed,max_cont_power,coulomb_friction,viscous_friction,Rth1,Rth2
MM_DCX16S01EBSL512,Maxon,DCX16S01EBSL512,DC,3,0.00445,1.2,3.6e-05,0.026,1e-07,661.82885235625,0.0446,1.2,Inf,908.967474438647,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX16S01EBSL553,Maxon,DCX16S01EBSL553,DC,4.5,0.00667,2.8,8e-05,0.026,9.7e-08,661.82885235625,0.0297,0.784,Inf,908.967474438647,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX16S01EBSL577,Maxon,DCX16S01EBSL577,DC,6,0.00853,4.06,0.000131,0.026,1.08e-07,692.197581340951,0.0234,0.65,Inf,908.967474438647,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX16S01EBSL622,Maxon,DCX16S01EBSL622,DC,9,0.0133,11.4,0.00032,0.026,9.59e-08,661.82885235625,0.0149,0.389,Inf,908.967474438647,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX16S01EBSL652,Maxon,DCX16S01EBSL652,DC,12,0.018,19.2,0.000581,0.026,1.03e-07,655.54566704907,0.011,0.299,Inf,908.967474438647,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX16S01EBSL692,Maxon,DCX16S01EBSL692,DC,18,0.0267,38.6,0.00128,0.026,1.12e-07,663.923247458643,0.00743,0.211,Inf,908.967474438647,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX16S01EBSL721,Maxon,DCX16S01EBSL721,DC,24,0.036,83.1,0.00232,0.026,9.6e-08,654.498469497874,0.00551,0.144,Inf,908.967474438647,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX16S01GBKL512,Maxon,DCX16S01GBKL512,DC,6,0.00445,1.25,3.6e-05,0.026,1e-07,1329.94089001968,0.0671,1.28,Inf,1780.23583703422,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX16S01GBKL553,Maxon,DCX16S01GBKL553,DC,9,0.00667,2.85,8e-05,0.026,9.7e-08,1329.94089001968,0.0448,0.845,Inf,1780.23583703422,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX16S01GBKL577,Maxon,DCX16S01GBKL577,DC,12,0.00853,4.53,0.000131,0.026,1.08e-07,1382.30076757951,0.0354,0.662,Inf,1780.23583703422,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX16S01GBKL622,Maxon,DCX16S01GBKL622,DC,18,0.0133,12,0.00032,0.026,9.59e-08,1329.94089001968,0.0224,0.411,Inf,1780.23583703422,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX16S01GBKL651,Maxon,DCX16S01GBKL651,DC,24,0.0178,19.7,0.000569,0.026,1.02e-07,1329.94089001968,0.0168,0.321,Inf,1780.23583703422,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX16S01GBKL721,Maxon,DCX16S01GBKL721,DC,48,0.036,83.9,0.00232,0.026,9.6e-08,1319.46891450771,0.00828,0.156,Inf,1780.23583703422,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX16S01GBSL512,Maxon,DCX16S01GBSL512,DC,6,0.00445,1.25,3.6e-05,0.026,1e-07,1329.94089001968,0.0639,1.28,Inf,1780.23583703422,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX16S01GBSL553,Maxon,DCX16S01GBSL553,DC,9,0.00667,2.85,8e-05,0.026,9.7e-08,1329.94089001968,0.0426,0.847,Inf,1780.23583703422,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX16S01GBSL577,Maxon,DCX16S01GBSL577,DC,12,0.00853,4.53,0.000131,0.026,1.08e-07,1382.30076757951,0.0339,0.663,Inf,1780.23583703422,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX16S01GBSL622,Maxon,DCX16S01GBSL622,DC,18,0.0133,12,0.00032,0.026,9.59e-08,1329.94089001968,0.0213,0.412,Inf,1780.23583703422,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX16S01GBSL651,Maxon,DCX16S01GBSL651,DC,24,0.0178,19.7,0.000569,0.026,1.02e-07,1329.94089001968,0.016,0.321,Inf,1780.23583703422,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX16S01GBSL721,Maxon,DCX16S01GBSL721,DC,48,0.036,83.9,0.00232,0.026,9.6e-08,1319.46891450771,0.00787,0.156,Inf,1780.23583703422,Inf,Inf,NaN,NaN,9.9,23.5
MM_DCX19S01EBKL503,Maxon,DCX19S01EBKL503,DC,4.5,0.00658,0.831,4.5e-05,0.05,2.67e-07,674.395222970609,0.072,1.2,Inf,785.398163397448,Inf,Inf,NaN,NaN,6.5,17.6
MM_DCX19S01EBKL533,Maxon,DCX19S01EBKL533,DC,6,0.00891,1.47,8.2e-05,0.05,2.68e-07,664.97044500984,0.0529,1.2,Inf,785.398163397448,Inf,Inf,NaN,NaN,6.5,17.6
MM_DCX19S01EBKL575,Maxon,DCX19S01EBKL575,DC,9,0.0136,3.4,0.000191,0.05,2.65e-07,655.54566704907,0.0346,0.829,Inf,785.398163397448,Inf,Inf,NaN,NaN,6.5,17.6
MM_DCX19S01EBKL603,Maxon,DCX19S01EBKL603,DC,12,0.0178,5.63,0.000329,0.05,2.75e-07,664.97044500984,0.0265,0.644,Inf,785.398163397448,Inf,Inf,NaN,NaN,6.5,17.6
MM_DCX19S01EBKL643,Maxon,DCX19S01EBKL643,DC,18,0.0267,12.7,0.00074,0.05,2.74e-07,664.97044500984,0.0176,0.428,Inf,785.398163397448,Inf,Inf,NaN,NaN,6.5,17.6
MM_DCX19S01EBKL672,Maxon,DCX19S01EBKL672,DC,24,0.0356,22.8,0.00132,0.05,2.72e-07,664.97044500984,0.0132,0.319,Inf,785.398163397448,Inf,Inf,NaN,NaN,6.5,17.6
MM_DCX19S01EBSL503,Maxon,DCX19S01EBSL503,DC,4.5,0.00658,0.831,4.5e-05,0.05,2.67e-07,673.348025419412,0.0819,1.2,Inf,785.398163397448,Inf,Inf,NaN,NaN,6.5,17.6
MM_DCX19S01EBSL533,Maxon,DCX19S01EBSL533,DC,6,0.00891,1.47,8.2e-05,0.05,2.68e-07,663.923247458643,0.0604,1.2,Inf,785.398163397448,Inf,Inf,NaN,NaN,6.5,17.6
MM_DCX19S01EBSL575,Maxon,DCX19S01EBSL575,DC,9,0.0136,3.4,0.000191,0.05,2.65e-07,654.498469497874,0.0396,0.83,Inf,785.398163397448,Inf,Inf,NaN,NaN,6.5,17.6
MM_DCX19S01EBSL603,Maxon,DCX19S01EBSL603,DC,12,0.0178,5.63,0.000329,0.05,2.75e-07,663.923247458643,0.0302,0.644,Inf,785.398163397448,Inf,Inf,NaN,NaN,6.5,17.6
MM_DCX19S01EBSL643,Maxon,DCX19S01EBSL643,DC,18,0.0267,12.7,0.00074,0.05,2.74e-07,663.923247458643,0.0201,0.428,Inf,785.398163397448,Inf,Inf,NaN,NaN,6.5,17.6
MM_DCX19S01EBSL672,Maxon,DCX19S01EBSL672,DC,24,0.0356,22.8,0.00132,0.05,2.72e-07,663.923247458643,0.0151,0.32,Inf,785.398163397448,Inf,Inf,NaN,NaN,6.5,17.6
MM_DCX19S01GBKL503,Maxon,DCX19S01GBKL503,DC,9,0.00658,0.812,4.5e-05,0.05,2.67e-07,1350.88484104361,0.102,1.81,Inf,1675.51608191456,Inf,Inf,NaN,NaN,6.5,17.6
MM_DCX19S01GBKL533,Maxon,DCX19S01GBKL533,DC,12,0.00891,1.45,8.2e-05,0.05,2.68e-07,1329.94089001968,0.075,1.35,Inf,1675.51608191456,Inf,Inf,NaN,NaN,6.5,17.6
MM_DCX19S01GBKL575,Maxon,DCX19S01GBKL575,DC,18,0.0136,3.38,0.000191,0.05,2.65e-07,1319.46891450771,0.0489,0.886,Inf,1675.51608191456,Inf,Inf,NaN,NaN,6.5,17.6
MM_DCX19S01GBKL603,Maxon,DCX19S01GBKL603,DC,24,0.0178,5.73,0.000329,0.05,2.75e-07,1329.94089001968,0.0375,0.675,Inf,1675.51608191456,Inf,Inf,NaN,NaN,6.5,17.6
MM_DCX19S01GBKL643,Maxon,DCX19S01GBKL643,DC,36,0.0267,12.9,0.00074,0.05,2.74e-07,1329.94089001968,0.025,0.452,Inf,1675.51608191456,Inf,Inf,NaN,NaN,6.5,17.6
MM_DCX19S01GBKL672,Maxon,DCX19S01GBKL672,DC,48,0.0356,23,0.00132,0.05,2.72e-07,1329.94089001968,0.0187,0.338,Inf,1675.51608191456,Inf,Inf,NaN,NaN,6.5,17.6
MM_DCX19S01GBSL503,Maxon,DCX19S01GBSL503,DC,9,0.00658,0.812,4.5e-05,0.05,2.67e-07,1350.88484104361,0.112,1.8,Inf,1413.71669411541,Inf,Inf,NaN,NaN,6.5,17.6
MM_DCX19S01GBSL533,Maxon,DCX19S01GBSL533,DC,12,0.00891,1.45,8.2e-05,0.05,2.68e-07,1329.94089001968,0.0821,1.34,Inf,1413.71669411541,Inf,Inf,NaN,NaN,6.5,17.6
MM_DCX19S01GBSL575,Maxon,DCX19S01GBSL575,DC,18,0.0136,3.38,0.000191,0.05,2.65e-07,1319.46891450771,0.0536,0.879,Inf,1413.71669411541,Inf,Inf,NaN,NaN,6.5,17.6
MM_DCX19S01GBSL603,Maxon,DCX19S01GBSL603,DC,24,0.0178,5.73,0.000329,0.05,2.75e-07,1329.94089001968,0.041,0.671,Inf,1413.71669411541,Inf,Inf,NaN,NaN,6.5,17.6
MM_DCX19S01GBSL643,Maxon,DCX19S01GBSL643,DC,36,0.0267,12.9,0.00074,0.05,2.74e-07,1329.94089001968,0.0274,0.449,Inf,1413.71669411541,Inf,Inf,NaN,NaN,6.5,17.6
MM_DCX19S01GBSL672,Maxon,DCX19S01GBSL672,DC,48,0.0356,23,0.00132,0.05,2.72e-07,1329.94089001968,0.0205,0.336,Inf,1413.71669411541,Inf,Inf,NaN,NaN,6.5,17.6
MM_DCX22L01EBKL484,Maxon,DCX22L01EBKL484,DC,6,0.00973,0.343,3.5e-05,0.095,9.06e-07,614.704962552403,0.051,1.5,Inf,749.793446656764,Inf,Inf,NaN,NaN,4.57,13.6
MM_DCX22L01EBKL524,Maxon,DCX22L01EBKL524,DC,9,0.0146,0.687,7.8e-05,0.095,9.82e-07,614.704962552403,0.034,1.5,Inf,749.793446656764,Inf,Inf,NaN,NaN,4.57,13.6
MM_DCX22L01EBKL570,Maxon,DCX22L01EBKL570,DC,12,0.0229,1.84,0.000192,0.095,9e-07,521.504380495906,0.02,1.3,Inf,749.793446656764,Inf,Inf,NaN,NaN,4.57,13.6
MM_DCX22L01EBKL596,Maxon,DCX22L01EBKL596,DC,18,0.0299,3.01,0.000326,0.095,9.26e-07,601.091394386847,0.0164,1.01,Inf,749.793446656764,Inf,Inf,NaN,NaN,4.57,13.6
MM_DCX22L01EBKL637,Maxon,DCX22L01EBKL637,DC,24,0.0452,7.25,0.000746,0.095,8.85e-07,529.881960905478,0.0102,0.655,Inf,749.793446656764,Inf,Inf,NaN,NaN,4.57,13.6
MM_DCX22L01EBKL660,Maxon,DCX22L01EBKL660,DC,36,0.057,11.4,0.00119,0.095,8.94e-07,630.412925820352,0.00882,0.52,Inf,749.793446656764,Inf,Inf,NaN,NaN,4.57,13.6
MM_DCX22L01EBKL703,Maxon,DCX22L01EBKL703,DC,48,0.0876,29.9,0.0028,0.095,8.12e-07,546.637121724624,0.00536,0.322,Inf,749.793446656764,Inf,Inf,NaN,NaN,4.57,13.6
MM_DCX22L01EBSL484,Maxon,DCX22L01EBSL484,DC,6,0.00973,0.343,3.5e-05,0.095,9.06e-07,614.704962552403,0.0487,1.5,Inf,749.793446656764,Inf,Inf,NaN,NaN,4.57,13.6
MM_DCX22L01EBSL524,Maxon,DCX22L01EBSL524,DC,9,0.0146,0.687,7.8e-05,0.095,9.82e-07,614.704962552403,0.0325,1.5,Inf,749.793446656764,Inf,Inf,NaN,NaN,4.57,13.6
MM_DCX22L01EBSL570,Maxon,DCX22L01EBSL570,DC,12,0.0229,1.84,0.000192,0.095,9e-07,521.504380495906,0.0194,1.31,Inf,749.793446656764,Inf,Inf,NaN,NaN,4.57,13.6
MM_DCX22L01EBSL596,Maxon,DCX22L01EBSL596,DC,18,0.0299,3.01,0.000326,0.095,9.26e-07,601.091394386847,0.0157,1.02,Inf,749.793446656764,Inf,Inf,NaN,NaN,4.57,13.6
MM_DCX22L01EBSL637,Maxon,DCX22L01EBSL637,DC,24,0.0452,7.25,0.000746,0.095,8.85e-07,529.881960905478,0.00989,0.658,Inf,749.793446656764,Inf,Inf,NaN,NaN,4.57,13.6
MM_DCX22L01EBSL660,Maxon,DCX22L01EBSL660,DC,36,0.057,11.4,0.00119,0.095,8.94e-07,630.412925820352,0.0084,0.522,Inf,749.793446656764,Inf,Inf,NaN,NaN,4.57,13.6
MM_DCX22L01EBSL703,Maxon,DCX22L01EBSL703,DC,48,0.0876,29.9,0.0028,0.095,8.12e-07,546.637121724624,0.00516,0.323,Inf,749.793446656764,Inf,Inf,NaN,NaN,4.57,13.6
MM_DCX22L01GBKL450,Maxon,DCX22L01GBKL450,DC,9,0.00695,0.168,1.8e-05,0.095,9.37e-07,1288.05298797182,0.118,4,Inf,1884.95559215388,Inf,Inf,NaN,NaN,4.57,13.6
MM_DCX22L01GBKL484,Maxon,DCX22L01GBKL484,DC,12,0.00973,0.335,3.5e-05,0.095,9.06e-07,1225.22113490002,0.0818,3.21,Inf,1884.95559215388,Inf,Inf,NaN,NaN,4.57,13.6
MM_DCX22L01GBKL524,Maxon,DCX22L01GBKL524,DC,18,0.0146,0.68,7.8e-05,0.095,9.82e-07,1235.69311041199,0.0546,2.26,Inf,1884.95559215388,Inf,Inf,NaN,NaN,4.57,13.6
MM_DCX22L01GBKL596,Maxon,DCX22L01GBKL596,DC,36,0.0299,3.11,0.000326,0.095,9.26e-07,1193.80520836412,0.0263,1.03,Inf,1884.95559215388,Inf,Inf,NaN,NaN,4.57,13.6
MM_DCX22L01GBKL637,Maxon,DCX22L01GBKL637,DC,48,0.0452,7.39,0.000746,0.095,8.85e-07,1057.66952670856,0.0162,0.687,Inf,1884.95559215388,Inf,Inf,NaN,NaN,4.57,13.6
MM_DCX22L01GBSL450,Maxon,DCX22L01GBSL450,DC,9,0.00695,0.168,1.8e-05,0.095,9.37e-07,1288.05298797182,0.196,4,Inf,1884.95559215388,Inf,Inf,NaN,NaN,4.57,13.6
MM_DCX22L01GBSL484,Maxon,DCX22L01GBSL484,DC,12,0.00973,0.335,3.5e-05,0.095,9.06e-07,1225.22113490002,0.136,3.06,Inf,1884.95559215388,Inf,Inf,NaN,NaN,4.57,13.6
MM_DCX22L01GBSL524,Maxon,DCX22L01GBSL524,DC,18,0.0146,0.68,7.8e-05,0.095,9.82e-07,1225.22113490002,0.0905,2.15,Inf,1884.95559215388,Inf,Inf,NaN,NaN,4.57,13.6
MM_DCX22L01GBSL596,Maxon,DCX22L01GBSL596,DC,36,0.0299,3.11,0.000326,0.095,9.26e-07,1193.80520836412,0.0435,0.982,Inf,1884.95559215388,Inf,Inf,NaN,NaN,4.57,13.6
MM_DCX22L01GBSL637,Maxon,DCX22L01GBSL637,DC,48,0.0452,7.39,0.000746,0.095,8.85e-07,1057.66952670856,0.0267,0.664,Inf,1884.95559215388,Inf,Inf,NaN,NaN,4.57,13.6
MM_DCX22S01EBKL529,Maxon,DCX22S01EBKL529,DC,6,0.00918,1.02,5.8e-05,0.066,5.05e-07,649.26248174189,0.0392,1.2,Inf,749.793446656764,Inf,Inf,NaN,NaN,7,16
MM_DCX22S01EBKL598,Maxon,DCX22S01EBKL598,DC,12,0.0184,3.69,0.000231,0.066,5.55e-07,649.26248174189,0.0196,0.817,Inf,749.793446656764,Inf,Inf,NaN,NaN,7,16
MM_DCX22S01EBKL640,Maxon,DCX22S01EBKL640,DC,18,0.028,8.75,0.000535,0.066,5.44e-07,639.837703781121,0.0128,0.531,Inf,749.793446656764,Inf,Inf,NaN,NaN,7,16
MM_DCX22S01EBKL665,Maxon,DCX22S01EBKL665,DC,24,0.0359,16.3,0.000881,0.066,4.67e-07,663.923247458643,0.0101,0.388,Inf,749.793446656764,Inf,Inf,NaN,NaN,7,16
MM_DCX22S01EBKL703,Maxon,DCX22S01EBKL703,DC,36,0.0522,33.3,0.00186,0.066,5.03e-07,685.914396033771,0.00709,0.272,Inf,749.793446656764,Inf,Inf,NaN,NaN,7,16
MM_DCX22S01EBKL742,Maxon,DCX22S01EBKL742,DC,48,0.0772,76.2,0.00408,0.066,4.84e-07,616.799357654796,0.00455,0.18,Inf,749.793446656764,Inf,Inf,NaN,NaN,7,16
MM_DCX22S01EBSL529,Maxon,DCX22S01EBSL529,DC,6,0.00918,1.02,5.8e-05,0.066,5.05e-07,648.215284190694,0.0448,1.2,Inf,749.793446656764,Inf,Inf,NaN,NaN,7,16
MM_DCX22S01EBSL598,Maxon,DCX22S01EBSL598,DC,12,0.0184,3.69,0.000231,0.066,5.55e-07,649.26248174189,0.0224,0.818,Inf,749.793446656764,Inf,Inf,NaN,NaN,7,16
MM_DCX22S01EBSL640,Maxon,DCX22S01EBSL640,DC,18,0.028,8.75,0.000535,0.066,5.44e-07,638.790506229925,0.0146,0.531,Inf,749.793446656764,Inf,Inf,NaN,NaN,7,16
MM_DCX22S01EBSL665,Maxon,DCX22S01EBSL665,DC,24,0.0359,16.3,0.000881,0.066,4.67e-07,663.923247458643,0.0116,0.388,Inf,749.793446656764,Inf,Inf,NaN,NaN,7,16
MM_DCX22S01EBSL703,Maxon,DCX22S01EBSL703,DC,36,0.0522,33.3,0.00186,0.066,5.03e-07,684.867198482575,0.00805,0.272,Inf,749.793446656764,Inf,Inf,NaN,NaN,7,16
MM_DCX22S01EBSL742,Maxon,DCX22S01EBSL742,DC,48,0.0772,76.2,0.00408,0.066,4.84e-07,616.799357654796,0.00522,0.18,Inf,749.793446656764,Inf,Inf,NaN,NaN,7,16
MM_DCX22S01GBKL468,Maxon,DCX22S01GBKL468,DC,6,0.00501,0.297,1.7e-05,0.066,5.27e-07,1193.80520836412,0.126,3,Inf,1884.95559215388,Inf,Inf,NaN,NaN,7,16
MM_DCX22S01GBKL529,Maxon,DCX22S01GBKL529,DC,12,0.00918,1.02,5.8e-05,0.066,5.05e-07,1298.52496348378,0.0717,1.65,Inf,1884.95559215388,Inf,Inf,NaN,NaN,7,16
MM_DCX22S01GBKL569,Maxon,DCX22S01GBKL569,DC,18,0.0138,2.21,0.00013,0.066,5.22e-07,1298.52496348378,0.0478,1.12,Inf,1884.95559215388,Inf,Inf,NaN,NaN,7,16
MM_DCX22S01GBKL598,Maxon,DCX22S01GBKL598,DC,24,0.0184,3.69,0.000231,0.066,5.55e-07,1298.52496348378,0.0359,0.869,Inf,1884.95559215388,Inf,Inf,NaN,NaN,7,16
MM_DCX22S01GBKL640,Maxon,DCX22S01GBKL640,DC,36,0.028,8.94,0.000535,0.066,5.44e-07,1277.58101245985,0.0234,0.552,Inf,1884.95559215388,Inf,Inf,NaN,NaN,7,16
MM_DCX22S01GBKL665,Maxon,DCX22S01GBKL665,DC,48,0.0359,16.6,0.000881,0.066,4.67e-07,1329.94089001968,0.0185,0.406,Inf,1884.95559215388,Inf,Inf,NaN,NaN,7,16
MM_DCX22S01GBSL468,Maxon,DCX22S01GBSL468,DC,6,0.00501,0.297,1.7e-05,0.066,5.27e-07,1183.33323285216,0.159,3,Inf,1884.95559215388,Inf,Inf,NaN,NaN,7,16
MM_DCX22S01GBSL529,Maxon,DCX22S01GBSL529,DC,12,0.00918,1.02,5.8e-05,0.066,5.05e-07,1298.52496348378,0.0908,1.63,Inf,1884.95559215388,Inf,Inf,NaN,NaN,7,16
MM_DCX22S01GBSL569,Maxon,DCX22S01GBSL569,DC,18,0.0138,2.21,0.00013,0.066,5.22e-07,1298.52496348378,0.0605,1.1,Inf,1884.95559215388,Inf,Inf,NaN,NaN,7,16
MM_DCX22S01GBSL598,Maxon,DCX22S01GBSL598,DC,24,0.0184,3.69,0.000231,0.066,5.55e-07,1298.52496348378,0.0454,0.855,Inf,1884.95559215388,Inf,Inf,NaN,NaN,7,16
MM_DCX22S01GBSL640,Maxon,DCX22S01GBSL640,DC,36,0.028,8.94,0.000535,0.066,5.44e-07,1277.58101245985,0.0295,0.543,Inf,1884.95559215388,Inf,Inf,NaN,NaN,7,16
MM_DCX22S01GBSL665,Maxon,DCX22S01GBSL665,DC,48,0.0359,16.6,0.000881,0.066,4.67e-07,1319.46891450771,0.0235,0.399,Inf,1884.95559215388,Inf,Inf,NaN,NaN,7,16
MM_DCX26L01EBKL496,Maxon,DCX26L01EBKL496,DC,9,0.0155,0.363,6.7e-05,0.17,2.13e-06,579.100245811719,0.0805,2.2,Inf,617.846555205993,Inf,Inf,NaN,NaN,3.01,10.2
MM_DCX26L01EBKL529,Maxon,DCX26L01EBKL529,DC,12,0.0214,0.671,0.000129,0.17,2.14e-06,558.156294787787,0.0568,2.2,Inf,617.846555205993,Inf,Inf,NaN,NaN,3.01,10.2
MM_DCX26L01EBKL566,Maxon,DCX26L01EBKL566,DC,18,0.031,1.54,0.000268,0.17,1.94e-06,579.100245811719,0.0402,1.64,Inf,617.846555205993,Inf,Inf,NaN,NaN,3.01,10.2
MM_DCX26L01EBKL598,Maxon,DCX26L01EBKL598,DC,24,0.0429,2.68,0.000514,0.17,2.12e-06,558.156294787787,0.0284,1.25,Inf,617.846555205993,Inf,Inf,NaN,NaN,3.01,10.2
MM_DCX26L01EBKL637,Maxon,DCX26L01EBKL637,DC,36,0.0632,6.15,0.00111,0.17,2.01e-06,568.628270299753,0.0195,0.822,Inf,617.846555205993,Inf,Inf,NaN,NaN,3.01,10.2
MM_DCX26L01EBKL667,Maxon,DCX26L01EBKL667,DC,48,0.0858,11.6,0.00206,0.17,1.97e-06,557.10909723659,0.0142,0.599,Inf,617.846555205993,Inf,Inf,NaN,NaN,3.01,10.2
MM_DCX26L01EBSL496,Maxon,DCX26L01EBSL496,DC,9,0.0155,0.363,6.7e-05,0.17,2.13e-06,579.100245811719,0.0961,2.2,Inf,617.846555205993,Inf,Inf,NaN,NaN,3.01,10.2
MM_DCX26L01EBSL529,Maxon,DCX26L01EBSL529,DC,12,0.0214,0.671,0.000129,0.17,2.14e-06,557.10909723659,0.0683,2.2,Inf,617.846555205993,Inf,Inf,NaN,NaN,3.01,10.2
MM_DCX26L01EBSL566,Maxon,DCX26L01EBSL566,DC,18,0.031,1.54,0.000268,0.17,1.94e-06,579.100245811719,0.048,1.65,Inf,617.846555205993,Inf,Inf,NaN,NaN,3.01,10.2
MM_DCX26L01EBSL598,Maxon,DCX26L01EBSL598,DC,24,0.0429,2.68,0.000514,0.17,2.12e-06,557.10909723659,0.0342,1.25,Inf,617.846555205993,Inf,Inf,NaN,NaN,3.01,10.2
MM_DCX26L01EBSL637,Maxon,DCX26L01EBSL637,DC,36,0.0632,6.15,0.00111,0.17,2.01e-06,567.581072748556,0.0234,0.823,Inf,617.846555205993,Inf,Inf,NaN,NaN,3.01,10.2
MM_DCX26L01EBSL667,Maxon,DCX26L01EBSL667,DC,48,0.0858,11.6,0.00206,0.17,1.97e-06,557.10909723659,0.0171,0.599,Inf,617.846555205993,Inf,Inf,NaN,NaN,3.01,10.2
MM_DCX26L01GBKL460,Maxon,DCX26L01GBKL460,DC,12,0.0107,0.242,3.2e-05,0.17,2.14e-06,1110.02940426839,0.131,4.5,Inf,1507.9644737231,Inf,Inf,NaN,NaN,3.01,10.2
MM_DCX26L01GBKL496,Maxon,DCX26L01GBKL496,DC,18,0.0155,0.427,6.7e-05,0.17,2.13e-06,1162.38928182822,0.093,3.59,Inf,1507.9644737231,Inf,Inf,NaN,NaN,3.01,10.2
MM_DCX26L01GBKL529,Maxon,DCX26L01GBKL529,DC,24,0.0214,0.74,0.000129,0.17,2.14e-06,1120.50137978036,0.0657,2.76,Inf,1507.9644737231,Inf,Inf,NaN,NaN,3.01,10.2
MM_DCX26L01GBKL566,Maxon,DCX26L01GBKL566,DC,36,0.031,1.75,0.000268,0.17,1.94e-06,1162.38928182822,0.0465,1.79,Inf,1507.9644737231,Inf,Inf,NaN,NaN,3.01,10.2
MM_DCX26L01GBKL598,Maxon,DCX26L01GBKL598,DC,48,0.0429,2.95,0.000514,0.17,2.12e-06,1120.50137978036,0.0329,1.41,Inf,1507.9644737231,Inf,Inf,NaN,NaN,3.01,10.2
MM_DCX26L01GBKL620,Maxon,DCX26L01GBKL620,DC,60,0.0524,4.19,0.000768,0.17,2.07e-06,1141.44533080429,0.0273,1.17,Inf,1507.9644737231,Inf,Inf,NaN,NaN,3.01,10.2
MM_DCX26L01GBSL460,Maxon,DCX26L01GBSL460,DC,12,0.0107,0.242,3.2e-05,0.17,2.14e-06,1110.02940426839,0.194,4,Inf,900.589894029074,Inf,Inf,NaN,NaN,3.01,10.2
MM_DCX26L01GBSL496,Maxon,DCX26L01GBSL496,DC,18,0.0155,0.427,6.7e-05,0.17,2.13e-06,1151.91730631626,0.138,3.02,Inf,900.589894029074,Inf,Inf,NaN,NaN,3.01,10.2
MM_DCX26L01GBSL529,Maxon,DCX26L01GBSL529,DC,24,0.0214,0.74,0.000129,0.17,2.14e-06,1110.02940426839,0.0971,2.35,Inf,900.589894029074,Inf,Inf,NaN,NaN,3.01,10.2
MM_DCX26L01GBSL566,Maxon,DCX26L01GBSL566,DC,36,0.031,1.8,0.000268,0.17,1.94e-06,1162.38928182822,0.069,1.53,Inf,900.589894029074,Inf,Inf,NaN,NaN,3.01,10.2
MM_DCX26L01GBSL598,Maxon,DCX26L01GBSL598,DC,48,0.0429,2.95,0.000514,0.17,2.12e-06,1120.50137978036,0.0486,1.2,Inf,900.589894029074,Inf,Inf,NaN,NaN,3.01,10.2
MM_DCX26L01GBSL620,Maxon,DCX26L01GBSL620,DC,60,0.0524,4.38,0.000768,0.17,2.07e-06,1141.44533080429,0.0404,0.982,Inf,900.589894029074,Inf,Inf,NaN,NaN,3.01,10.2
MM_DCX32L01GBKL448,Maxon,DCX32L01GBKL448,DC,12,0.0156,0.108,3.4e-05,0.32,7.76e-06,745.604656451978,0.274,6,Inf,1183.33323285216,Inf,Inf,NaN,NaN,2.3,7.28
MM_DCX32L01GBKL470,Maxon,DCX32L01GBKL470,DC,18,0.0195,0.165,5.2e-05,0.32,7.59e-06,903.731486682664,0.234,5.42,Inf,1183.33323285216,Inf,Inf,NaN,NaN,2.3,7.28
MM_DCX32L01GBKL511,Maxon,DCX32L01GBKL511,DC,24,0.0273,0.331,0.000103,0.32,7.28e-06,866.032374839586,0.164,4.12,Inf,1183.33323285216,Inf,Inf,NaN,NaN,2.3,7.28
MM_DCX32L01GBKL558,Maxon,DCX32L01GBKL558,DC,36,0.0429,0.764,0.000254,0.32,7.68e-06,831.474855650099,0.103,2.87,Inf,1183.33323285216,Inf,Inf,NaN,NaN,2.3,7.28
MM_DCX32L01GBKL580,Maxon,DCX32L01GBKL580,DC,48,0.0585,1.4,0.000473,0.32,7.59e-06,814.719694830953,0.0752,2.17,Inf,1183.33323285216,Inf,Inf,NaN,NaN,2.3,7.28
MM_DCX32L01GBKL631,Maxon,DCX32L01GBKL631,DC,60,0.0975,4.12,0.00131,0.32,7.17e-06,611.563369898813,0.0416,1.35,Inf,1183.33323285216,Inf,Inf,NaN,NaN,2.3,7.28
MM_DCX35L01GBKL434,Maxon,DCX35L01GBKL434,DC,12,0.0137,0.0788,2.6e-05,0.38,9.95e-06,851.371609122834,0.32,6,Inf,1288.05298797182,Inf,Inf,NaN,NaN,2.1,6.98
